tweet,sentiment,Subjectivity
check crave pay writes,1,0.0
hosted investor education awareness program association delivery boys swi,1,0.0
trusted loyal ap fodpanda became nightmare blocked account,2,0.8333333333333334
china ctrip may invest mn fodtech venturecapital,1,0.0
time sta petition cheaters gon na lose,1,0.0
anyone staed petition time sta one gon na get bullied,1,0.0
china ctrip may invest mn zomato via,1,0.0
time sta petition zomato drastic unacceptable changes zomato gold cheat,1,0.0
disapointed,1,0.0
hey one help still say_farewell order status showing delivered,1,0.0
time sta petition zomato drastic unacceptable changes zomato gold cheaters,1,0.0
hey useless fodpanda thing happened today chat supo also op,0,0.2
get zomato credits loyal zomato customer,2,0.8333333333333334
really respond dm still awaiting response issue,2,0.2
get zomato credits loyal zomato customer mondayblues,2,0.8333333333333334
zomato shameless taking people hard earned mone,0,0.5416666666666666
absolutely disgu,2,0.9
waiting update still useless idiots something fodpanda useless ola olacabs,0,0.39999999999999997
zomato pl put new rule new members ans nonexistent one ever join mind,2,0.45454545454545453
bro got notifications,1,0.0
order initially ordered veg cutlet since unavailable,1,0.0
wish zomato gold membership gave offer petrol,1,0.0
oh man would offer,1,0.0
order food swigy pop supo guy ajay jangir cancelled order waiting,1,0.0
go restaurants alone gold membership refunding,1,0.0
else expect chindi changing tnc paid,1,0.0
go restaurants alone gold membership refunding mo,1,0.0
hey swigy ap sucks,0,0.3
highly disappointed service minutes ago ordered swigy got cancelled thrice,0,0.75
place customer sentiments loyalty updated tncs zomato gold usage existing customers pure,2,0.5
food delivered service worstim order food sep midnighti paid,1,0.0
swigy supos credit cards uncertain others,1,0.0
place customer sentiments loyalty updated tncs zomato gold usage existing customers pure cheating,2,0.5
imidiadly action im complaint poor delivery service,0,0.3
hi sumanraj apologies mess getting checked,0,0.175
zomatogold zomatogoldcheater hey zomato change name exclusive club,1,0.0
actually hv found zomato better swigy areas,2,0.3
hi endeavour provide seamless supo satisfactory resolution dm,2,0.1
next use zomato gold week monday pm,1,0.0
hi ranjith ceainly aspire ruin may please take look matter ple,1,0.0
zomato account linked dad aswel im broke ha,1,0.0
happened change policy regarding membership use,1,0.0
ordered near restaurant delivered late food cold seen order,0,0.6666666666666666
fodpanda horrible experience today food delivered money deducted supo section useless,0,0.6
small order much amount time needed customer resolve issue please te,0,0.30000000000000004
yess every two gold customers one benefit availed frauds,1,0.0
telling three people dining al,1,0.0
telling three people dining three,1,0.0
hi sanika zomato gold membership applicable single diners prior guidel,0,0.10714285714285714
monster burger toasted bun double beef patty panko crumbed chicken topped fried egg turkey bacon,0,0.475
update ordered another hour checked talabathe restaurant delivered wrong apt,2,0.95
fuck us paying member,0,0.6
china largest travel booking site ctrip talks invest join ant financial others india leadin,1,0.0
let us every members drag zomato consumer couteach fradulents tough lesson,0,0.45208333333333334
zomato really thinks day age silently get away screwing paying customers give em,2,0.15000000000000002
love fodpanda servicesbut saw domino exists solapur location disappoint,2,0.6
bro come general public category meant made fool,2,0.2833333333333333
cheaters uninstalzomato unfair change basic policy inbetwen membership,0,0.5625
gold users able unlock one membership every two diners present zomatogold,2,0.3125
pure vegetarian chicken fried mo fodpanda,0,0.725
hi deep would like inform today ordered vegetarian food poal ie zoma,1,0.4
singing new payment platforms get free delivery swigy lol,2,0.6515151515151515
dear swigy yes v eager food really obviate push notification email sms,2,0.2
exactly would thought marketing,2,0.25
dear swigy yes v eager food really obviate push notification email sms ap,2,0.2
officially made change zomatogold service finally seems restaurants,1,1.0
fodpanda integrate ola aims add mn customers venturecanvas,1,0.0
always knew kind restriction going come sooner later ryt,2,0.45
really disappointed never going use zomato could sell simple pizza guys,0,0.5535714285714286
delivery crew break rules left right center uncertain kind checks,2,0.3839285714285714
thank lord honestbe fodpanda lazyas,1,0.0
chaipoint craveface thanks fodpanda cravepay uniflask chai good experience wit,2,0.4
sir information verified,1,0.0
ctrip talks invest indian food delivery service zomato technode,1,0.0
unacceptable decision revo,1,0.0
kind customer supo cuts mid way conversations especially irate disati,2,0.6333333333333333
review hitchki bandra kurla complex,0,0.4
going frequency reducing features end year able use zomatogold ther,2,0.625
egg curry amp rice combo authentic taste old dilionwhels order online delivery,2,0.475
everything glitters definitely gold sure bunch cheats,2,0.6944444444444444
gift sir prayer taste dear please serve coffee today sir,1,0.0
hello zomato updated gold policy says one diner avail benefits,1,0.0
week since locked zomato account expedite use ordering,1,0.0
happy reviews like turn mondayblues mondaywohos mondaymotivation hapycustomers zomato,2,1.0
change terms conditions zomatogold middle subscription even legal,2,0.1
thanks waiting response,2,0.2
thanks waiting response gig econ,2,0.2
ltgt fodpanda integrate ola aims add mo,1,0.0
fodpanda integrated ola ap,1,0.0
zomatogoldcheater policy changed policy duration evil couple use,0,1.0
lost job happy nishant,2,1.0
explain logic behind please,0,0.7
placed order fodpanda order id saoxh supposed delivered min,1,0.0
look review red house mulund west,1,0.0
paid zomato gold need someone else present able activate,2,0.3125
well played,1,0.0
stay name bhukebaitho ordered food zomato midnight order declined restaura,1,0.0
zomato unprofessional done registration process leave call back fur,1,0.0
placed another order order id saozb even order delivered without bill charged gst,1,0.0
shoed hours pl real thugs,2,0.30000000000000004
say_farewell solutions issue,1,0.0
next listen customers revoke new zomatogold user policy stop scam,2,0.22727272727272727
please train customer care guys better swigy customer facing servic,2,0.5
become proficient solving data science problems attending webinar applied data science concepts,1,0.0
swigycares hours get food status updated delivered within houris kind service,2,0.9
dkoding multi million dollar food delivery war swigy ops eff lunch zomato take cake wit,1,0.0
official communication release zomato regarding updated gold policy sne,1,0.0
biggest marketing scam zomatogoldcheater zomatogold dontfalforit,1,0.0
reply raise issue zomatogoldcheater,1,0.0
fodpanda coupon,1,0.0
really swigy disappointing,0,0.44999999999999996
placed order promised order delivered minuntes bee,1,0.0
fodpanda integrated within ola ap reach additional customer base mn,0,1.0
maintain healthy lifestyle fruitka monthly subscription rs details contact us,2,0.5
ignore shows delivery person reached maps tells something else swigy supo keep,1,0.0
happy reviews like turn mondayblues mondaywohos mondaymotivation hapycustomers zomato review,2,1.0
somehow becoming frequent example last night ultimately cancel,2,0.5541666666666667
really like using swigy looks like may time switch,2,0.2
fodpanda plans integrate ola ap reach additional million people planning integration discount,1,0.0
policy changed bought accounts use people asking supo,1,0.0
zomato gold latest policy makes lot sense thing setback diners use,2,0.9
fodpanda finds way ola ap looks garner million customers indian wire,1,0.0
pls reply zomoto team fodgurji,1,0.0
reviews deleted reasons atal updated new review yesterday also got delete,2,0.45454545454545453
sometimes order food zomato chat zomato guys,1,0.0
relish mouthwatering asian cuisine friends closest ones friday order swigy,1,0.0
saw fodpanda guy scoot towards subconsciously licked lips cb think guy thought trying seduce,1,0.55
asked zomato chat cancel gold membership replying until told give full,2,0.55
o stressful na fb eh buti pa twitter amp ig mayos follow mo na rin ako sa zomato fod review ha,1,0.0
fodpanda break hea,1,0.0
add number ketchup sachet option relevant online food orders sign petitio,2,0.9
hi swigy zomato bikanervala team request paner amongst,1,0.0
using social media marketing could used customer service seen reply zo,2,0.06666666666666667
people bought gold use ur tampc change possible,1,1.0
come allowed change zomatogold membership clause purchase service fair,2,0.9
dear venu please share order details assist fuher feel free share via dm al,2,0.8
come allowed change zomatogold membership clause,1,0.0
lovely outside seating unionpark shatranj look bit overdone inside though good food,2,0.46666666666666673
yrs back bangalore ordered fodpanda today installed fp synced nd popup came,1,0.0
father member zomato gold id membership auto renewed today without per,1,0.0
think showcase ideas youngmind motivation idea,1,0.0
father member zomato gold id membership auto,1,0.0
hi swigy bikanervala team request paner amongst,1,0.0
stop conspiring customers let zomato independent site collude restaurants monetary gains,1,0.125
hi understand concern however made change offer choice bet,1,0.0
order minutes free stuffs swigy delivery person risks life come deliver food make money,2,0.8
hi nitin understand concern however made change offer,1,0.0
also ap regarding traffic,1,0.0
nothing benefit wife took two gold,1,0.0
swigy charges delivery actually compensate time efo sell,1,0.1
common issue,0,0.5
frustration spoke customersupo said get back hrs waited hrs,1,0.0
ame aliba group holding ltd china internet daily weekend edition september china largest,1,0.0
delivered veg combo paying non veg orderand best customer care team,2,0.3
cheat people online shoppers avoid ordering food better go person india,2,0.5
hey teresa looks like rough time platform share order number,0,0.4
disgraceful changed gold usage policy users already bought zomato scam,1,0.0
register swigy nhu earn discount download foodie,1,0.0
matter change terms conditions people purchased prod,1,0.0
placing order yr deleivery executive like pick directly shop bike puncture,2,0.4
hi aditya understand plight however made change offer choice bet,1,0.0
need sent ordered,1,0.0
zomato gold seems forgotten kindergaen story duck laid golden eggs hope beg,2,0.5
give company till gold applied fuck leave peace,0,0.6
hurry grab offer check murga shurga family restaurant,1,0.0
th zomato order swigy branding small logisticsmarketing team depi,0,0.4
hi thank much understanding cooperative hope issue rests pea,2,0.2
another day another delicious smoothie smothiefactory healthyliving healthylife juice,2,1.0
well well well barely days ago saw coming,2,0.1
hi understand concern however made change offer choice better se,2,0.5
know strategies work mba student know always need show good side yo,2,0.6000000000000001
beat swigy delivery guy always group,1,0.0
recent policy change zomato gold tell us change,1,0.25
one reply ap chat waiting half hour mobile,0,0.16666666666666666
extremely sorry unpleasant episode coordinating zomato get,0,0.975
hi sahil understand concern however made change offer choice,1,0.0
happened everyone abusing zomato gold today gots know,1,0.0
hi rachet getting checked right away,2,0.5357142857142857
hi kaushik understand plight however made change,1,0.0
delivered stale food rd time consistent row different outlets,0,0.45
register swigy pmijp earn discount download,1,0.0
use gold per couple planning refund membership obviate,1,0.0
request refund money remaining months gold membership,1,0.0
hi issue last order could help resolve issue asap,1,0.06666666666666667
hi amit understand concern however made change offer choice better,2,0.5
hi ronak understand concern however made change offer choice,1,0.0
hi aman understand concern however made th,1,0.0
hi saurav understand plight however made change offer choice better,2,0.5
happy plain stupid say though two people paid zomato go,0,0.7857142857142857
kudos zomato perfect delivery nice customer supo tempting get unins,2,1.0
hi rhythmwe understand concern however made change offer,1,0.0
hey avinash kindly share order details shal get checked asap,2,0.9
fodpanda soon integrated within ola ap reach additional customer base million cou,0,1.0
fodpanda soon integrated within ola ap reach additional customer base million country,0,1.0
spoke stupid bunch people ready refund prorata bases may contact customer se,0,0.75
hi understand plight however made change offer choice,1,0.0
hi shradha understand plight however made change offer,1,0.0
shameful people take online prepaid order ap says deviled without delivering food shame,1,0.0
intention follow conditions going blatant,0,0.5
fodpanda gains significant momentum logs lac orders day via,2,0.875
hi ankush understand plight however made change offer,1,0.0
zomato enters bb fodtech space acquiring tonguestun,1,0.0
one kind potato snack available swigy order delicious twistix bytes call us,2,0.7666666666666666
hi sidh understand concern however made change offer choice better,2,0.5
limiting unlocks based number people say,1,0.0
well way capping usage earlier people went,1,0.5
shameful people take online prepaid order ap says deviled without deliveri,1,0.0
change zomato gold usage policy instead person table able use,2,0.625
amende fodpanda ni french fries aku hilang aku contact la kat aps dia masuk kat fodpanda bulgaria unreliable,1,0.0
well well well barely days ago saw coming tagged,2,0.1
what break hea,1,0.0
well well well barely days ago saw coming tagged wrong autho,0,0.5
hi kelvin understand concern however made change offer choice,1,0.0
china largest travelboking site ctrip talks invest pa financing round cou,0,0.4
ha ya lota weird stuff like finished rendering early never happens ended class,0,0.65
understand restaurants bearing brunt gold bogo offer,1,0.0
unofficial food iceland hot dogs unlike anything fodiesofinstagram foodie,2,0.8500000000000001
hi arvind understand concern however made change offer choice bet,1,0.0
worst delivery ap never going order ap shitty ap show home,0,1.0
even reviews got deleted without email notification prior notice,1,0.0
hi jigar understand concern however made change offer cho,1,0.0
one replying ap chat,1,0.0
order minutes free stuffs swigy delivery person risks life come deliver food make money wil,2,0.8
hi understand concern however made change offer choice,1,0.0
fuckin minds paid gold ceain policies paies agreed upon,1,0.0
automated reply change stup,1,0.0
hi sohil understand concern however made change,1,0.0
let meet use zomato golds muft mein khana khayenge,1,0.0
hi tanay understand concern however made change offer choice,1,0.0
zomato hate people like dine alone see,0,0.9
gold users able unlock one membership every two diners present zomatogold zomatog,2,0.3125
could please let us know process,1,0.0
zomato careless shameless pride answer query,0,0.9
next listen customers revoke new zomatogold user policy stop scaming,2,0.22727272727272727
availing non alcoholic beverages compensate effect new policy,0,0.4772727272727273
never settle one scoop tasting styles zomato follow us detailed reviews,2,0.75
look review smokey bq grill khan market,1,0.0
hi guys launched kuwait atleast backend aka reservation,1,0.0
hi understand concern however made change offer,1,0.0
great validate menu order happy screw,2,0.875
decided copy paste message everywhere bullshit like,1,0.0
hi soumya understand concern however made change offer choice,1,0.0
called loud beginning limit number golds,2,0.8
still response cs team refer going backside back,1,0.0
well continues disappoint messed dinner order today probably time dumpzomato,1,0.0
policy told beforehand buy product would pref,1,0.0
wanted eat food wanted order things foe,1,0.0
hi understand concern however made change offer choice better servi,2,0.5
always clause alter agreement things good faith basis,2,0.6000000000000001
zomato gold policy change totally unfair buying memberships waste money avail,0,0.5
visited good ambience food still lack men,2,0.6000000000000001
zomato gold policy change totally unfair buying memberships waste money avail toge,0,0.5
still response cs team see going,1,0.0
hey initiate refund zomato goldthese subscribed,1,0.0
zomato zomato take back unethical zomato gold rule amendment sign petition via,1,0.0
stop masquerading scam name better choice serviceability,2,0.5
legally allowed change tje terms conditions zomatogoldcheater,2,0.2
last msg leave uninstaling zomato,1,0.06666666666666667
serious issue ap even though select address home screen,0,0.6666666666666666
legally allowed change terms conditions zomatogold zomato,2,0.2
worst food provider ordered pizza byt swigy shown something sent,0,1.0
also ap regarding traffic doesnt come,1,0.0
today received mysterious harde carl jr locations us delivered straight house,2,0.7
apparently someone registered zomato account using phone number name though person address,2,0.35
satisfied service latelynot sure ever going back former,2,0.4722222222222222
ordered fodpanda ish damn food still baby crying cuz starving,0,0.6
hey ashi ceainly uncaled please share details,1,0.0
lolperhaps read tweet,1,0.0
hi need assistance dm away team fodpanda,1,0.0
simple terms call scammer zomatoscam,1,0.35714285714285715
‌‌zomato team। take seriously cou pathatic service otherwise refund,0,0.6666666666666666
zomato pl serving uncooked chicken paner today ordered chicken kadhai butter roti,0,0.6666666666666666
hi harsh understand concern however made change offer cho,0,0.7
china travel company ctrip may invest mn zomato,1,0.0
register swigy earn discount download,1,0.0
highly disappointed today tried ordering food swigy got cancelled thrice please look matter,0,0.75
better limiting number zomato gold used table st time heard stupid thing mea,0,0.75
fair use applies universally abuse nice lasted,2,0.6333333333333333
sold membership offer many sitting use zomato gold suddenly chang,2,0.5
zomatogold hack call separate bills someone zomato gold unlock,1,0.0
paner restaurants get access phone number order ap,1,0.0
randomly changed terms conditions allowing zomato gold every people everyone subscribed,0,0.5
massaged membership details plz check,1,0.0
sneaky business zomato uncool make people buy multiple extensions shady stuff like,0,0.3125
think far worst delivery service placed order cake friend bihday,0,1.0
hope available rajamahendravaram soon swigy,2,0.4
hey gaurav please dm us contact details shal get issue soed mr singh,1,0.0
ordered cakeorder id problem facing cake received upto name written,1,0.0
st time ordered successfully debited payment order got rejected zomato text,2,0.95
focus providing paner restaurants sustainable ecofriendly fodgrade ceified material,1,0.0
hi sahej understand concern however made change offer ch,1,0.0
hey man playing desses sounds like crime details reach,1,0.0
check swigy accurate,2,0.6333333333333334
give delivery guy give supo person handled complaint seri,0,0.2
awful change zomato gold policy gon bother renewing company honor,0,1.0
new zomatogold tampc pure disappointment guys zomatogold,0,0.4515151515151515
hi rajat understand concern however made change offer choice,1,0.0
uninstal worst food delivery ap,0,1.0
giving us fresh perspective goal setting new leader narrates fit helps energy,2,0.4515151515151515
today ordered something swigy experience pathetic items de,0,1.0
register swigy cxce earn rs download,1,0.0
think money money others money valueless hell going expect,1,0.0
likeyou cheated,1,0.0
worst experience food order never use swigy uninstal payment got,0,1.0
swigy extremely unhappy services order deliver time one hour,0,0.9
hi submitted review pissed consumer follow link see experience,1,0.0
someone purchased gold day feel cheated idea gaining user trust,1,0.0
swigy order rs expected arrive next mins track,0,0.2
take forever delivered superhungry cravings fodservice godfod,1,0.0
swigy wins latedelivery competition congratulations swigy onlinefodelivery,2,0.2
hey man disheaening see kindly share details us sha,2,0.9
well played policy changed gold members sucks,0,0.3
think money money others money valueless,1,0.0
type services providing customers without info ordered cancelled,1,0.0
swigy charges delivery actually compensate time efo sell charge,1,0.1
imagine super hungry order via swigy deliver end wrong items complain ask fo,0,0.7833333333333333
first time taking much time connect customer care representative let alone,2,0.26666666666666666
imagine super hungry order via swigy deliver end wrong items complain ask minutes,0,0.7833333333333333
problem min less deal unles tell increasing prices paying deluvery,0,0.06666666666666667
years using ap reviews level much seen grow ponder muc,2,0.2
noticed lot people unhappy decision curious know take,0,0.95
hey kundan really sad hear please share order details us sha,0,1.0
hours delay get read nikal gaya hai ladka probably time,1,0.0
people single zomatogold sell subscription nothing left,0,0.10714285714285714
customer care refused refund membership policy cha,1,0.0
hi varun ceainly disappointed hear kindly,0,0.825
problem people get used psycho,1,0.0
hi varun ceainly disappointed hear kindly share order,0,0.825
differ poor delivery service also staed colluding restaurant,0,0.6
fodpanda integrate ola aims add mn customers news,1,0.0
photo took mad mark creamery amp good eats glorieta glorieta complex makati city,0,0.6666666666666666
look review town king sector why guys giving huge discounts cant,2,0.9
photo took stephen brick oven pizza sm megamal oigas mandaluyong city,1,0.0
photo took tokeru sm megamal oigas mandaluyong city,1,0.0
intend dine strangers use zomato gold still dine alone rather use,1,0.0
requesting tk serious immediate action delivery company called swigy foli,0,0.3833333333333333
dinner supposed arrive half hour arrived hour delivery guy even,0,0.16666666666666666
change terms amp conditions anytime comes zomatogold unreliable untruste,1,0.0
sta zomatobandh done zomato longer gives go,1,0.0
recently purchased gold yr cheater change ur tampc mid way hving huge subscript,2,0.3833333333333333
recently purchased gold yr cheater change ur tampc mid way hving huge subscription,2,0.3833333333333333
fodpanda integrated ola ap increase customer reach,1,0.0
cant stop laughing truth reveled thanks mem,2,0.2
one lighter note looks like homedelivery business grab growth food del,1,0.0
honey singh raps nal mere layi pack kar thodi roti te bhindi zomato anything else want order sir desikalakar,0,0.5
swigy services dombivli cheating people confirming order online thn telephonic de,1,0.0
go phone tribute cheater fraud fraudzomato,1,0.0
yess true sta using swigy zomato discontinue nd never provide food time,2,0.65
bullshit answer clause means someone else,1,0.0
need refund swigy compensate trouble shameful customer service refer chat tr,0,0.2
restricting number golds table based number people tampc prevent existing members ex,1,0.0
someone purchased gold day feel cheated idea gaining user trust amp,1,0.0
zomato delivery guy ran away paid order,1,0.0
hey man burger bae ceainly begrudge face iss,1,0.0
say_farewell order yet ap says delivered delivery guy really,2,0.2
chinese going invest pls refund,1,0.0
hey vedant unusual kindly share order details us shal,2,0.95
hi aditya really sorry delay let us connect right regards,0,0.7678571428571428
change policy using zomato gold people tablei purchased,1,0.0
good thing zomato gold policy mine expiring next month notgoingtorenew,2,0.30000000000000004
hey useless bunch people fodpanda cant deliver even single order correctly kindl,0,0.20714285714285713
thinkzomato worst food site yesterday ordered food herein kamlanagardelhich,0,1.0
swigy delivery guy disprove prepaid order opened ap track,1,0.0
order zomato bt know th pain dropedmy pastry like,1,0.0
set year indian unicorn,1,0.0
always wanted use option zomato ap sick felt nice,0,0.9285714285714286
photo took lost bread sm megamal oigas mandaluyong city,1,0.0
photo took saboten express sm megamal oigas mandaluyong city,1,0.0
photo took gino brick oven pizza shangrila plaza oigas mandaluyong city,1,0.0
photo took manila creamery town center diliman quezon city,0,0.1
photo took fat seed cafe roastery town center diliman quezon city,0,0.1
anytime watch video youtube see ad sorry service terrible,0,1.0
fodpanda disappoints queen active user fucking find rider fight,0,0.7
photo took number barbecues sm city east oigas santa lucia pasig city,1,0.0
photo took canterbery bar resto san isidro,1,0.0
thank patronage glad great experience us remain committed providing,2,0.875
photo took hanamaruken trinoma mall bagong pagasa quezon city,1,0.0
fodpanda integrate ola aims add mn customers,1,0.0
hey bhavya please share order id shal get soed mrd,1,0.0
thewiseowlsteakhouse twosh steak bangersandmash sizlers porkchops fishandchips soups salads setmenus,1,0.0
people pay deal signed paicular deal scheme custome,1,0.0
people pay deal signed paicular deal scheme customers,1,0.0
vote aish get rs swigy zomato online orders offer valid till friday details,1,0.0
placed order zomato payt,1,0.0
hope follow traffic rules perfectly new job,2,0.45454545454545453
never use paytm zomato,1,0.0
point dm still irresoluteness issue never trust ap would,1,0.0
vote aish get rs swigy zomato online orders offer valid till,1,0.0
beware ordering swigy lost sense customer safety hiring goon like,1,0.0
new policy change horrendous definitely leave renewal guess als,2,0.4772727272727273
swigy delivered poor quality food prawns dirty,0,0.7
inbox details bhim paytm details let save aish bigbostamil,1,0.0
staing th sep changes terms zomatogold looks like setback restaurants,1,0.0
also used coupon used failed transaction differ need coupon back,0,0.15
never use zomato paytm,1,0.0
review zomato aksharadubey neverorderonlinefromcdonalds,1,0.0
hey please share concerned order id could get checked mrd,1,0.0
review fodpanda susmithaparimi fodpanda,1,0.0
upset see days passed say_farewell call response en,1,0.0
rs discount na may consider bigbostamil,1,0.0
swigy fro cornerhouse,1,0.0
fucking shit trying get details order sending emails,0,0.8
ok used serve food restaurants thats get swigy door delivery,2,0.5
fucking shit trying get details order sen,0,0.8
ecomerce discounts votes bigbostamil attention,1,0.0
look review orzuv whitefield,1,0.0
sir name muhamed sayid iam kerala studying th year bpharm pes college pharmacy iam,1,0.0
enjoy dinner anda bhavan dubai today special adaiaviyal wheatparatha vermiceliupma visit us lake,2,0.5357142857142857
man ur campaign going bhim offer huge hit week along bhim adding rs discount,2,0.9
true god bless,2,0.65
hey getting checked reaching asap mrd,1,0.0
shit even asking call back swigy bother also refund,0,0.4
south india pr campaign paytm handled bhim bangla odhisa swigy zo,1,0.0
checking zomato gold feature clicked buy deducted amount linked,1,0.0
need girlfriend zomato gold subscription life complete zomatogoldcheater zomatogold,2,0.4
say_farewell order delivery boy uploaded delivered contact restaura,1,0.0
lol reassure create chaos losu pasanga swigy,2,0.7
man ur campaign going bhim offer huge hit week along bhim adding rs discount sw,2,0.9
gold glitters zomato biggest hit also toughest puzzle restaurants restaurantbusines,1,0.0
south india pr campaign paytm handled bhim bangla odhisa swigy zomat,1,0.0
protagonist fake promises introduced midnight surprise treats association fodpanda,0,1.0
lady saying already saffron wave across tamil nadu meme says sorry thos,0,1.0
written drinks availed non alcoholic beverages also,0,0.5
anyway guys fodpanda groom executive first compete,2,0.3333333333333333
really disappointed recent unresolved issue guys totally bad experience anyw,0,0.5555555555555555
hi put order zomato restaurant confirmed delivery executive confirmed,2,1.0
mean cant delivery viscinity time dont put restaurant time slot dont waste ti,0,0.34375
hey thug arse zero ethic hell change policy people buy zomato gold membership,1,0.0
problem people get used psychologi,1,0.0
person delivered meal yumsouth malad zomato treat exclude take note provide,1,0.0
delivery boy abuses deliver order lying customer care executive also,1,0.0
fake supo staff clearly tells easily endangered life ordering food,2,0.7388888888888889
happens order zomato leave delivery per instructi,1,0.0
please let know one,1,0.0
nd time row ordered food fodpanda response customer supo rider unshared statu,1,0.0
opened zomato order food people given bad reviews vere di wedding well,0,0.6666666666666666
hey sumant never meant give bad experience please share,0,0.6666666666666666
dude ordered food swigy aug still showing active order money ded,0,0.6
til email pa data breaches freshmenu zomato linkedin myspace tracks guil,1,0.0
hey social manager called ordered free dinner,2,0.43333333333333335
guess restaurant closed wow thank swigy hell job get coupon money back,1,0.3666666666666667
know hate youtube beacuse fodpanda ap adveising every video,0,0.9
sta manning updating phone number zomato,1,0.0
want join zomato delivery executive hyderabad one us guide proceds,1,0.0
bigbostamil bigbostamil,1,0.0
pathetic service order two sandwich restro person delver one,0,1.0
concerns guys change terms conditions selling gold membership please,1,0.0
people bitching zomato gold get angst really wish saw emotions real issues,2,0.25
zomato gold real issue,2,0.30000000000000004
burp hyderbadibiriyani biriyanilove hapynavigators hyderabadblogers india foodies twofodiestogether,1,0.0
never gon na order way ahead quality service cheap service supo,2,0.7
great way cheat customers showing one offer benifits,2,0.75
leave head around expects use new policy gold people absolute fuckin joke,2,0.6772727272727272
know know half team zomato get bumped gold know like ops,0,0.16666666666666666
placed order pm waited hrs still order deli,1,0.0
waited another mins still order delivered waiting hrs received,1,0.0
shame ur service ensure least customers lack sleep without food alwys ha,0,0.4
leave head around expects use new policy gold people abso,2,0.45454545454545453
contacted restaurant told order already picked delivery wa,1,0.0
companies like zomato change rules get customers sign premium gold membership ju,1,0.0
pay restaurants already paid zomato one time fee access means use dimag sometimes,1,0.0
incorrect order delivered goon delivery personnel swigy created ruckus hid,1,0.0
concerns guys change terms conditions selling gold membership please expl,1,0.0
disbelieve fell,1,0.0
swigy silent control shameless staff would awaken something would happen,1,0.1
shame swigy opening new doors crime business shown thrown misshapen,2,0.45454545454545453
spreading fraud message throughout,1,0.0
sooner later might prove open new doors crime service shame brand swigy,2,0.3181818181818182
order cancelled delivery guy need pay good going swigy swigycares swigy,2,0.6000000000000001
restaurateur seeing hate zomato gold today,0,0.9
flat discount gys use referral code soha purchasing zomato gold get instant,0,0.3958333333333333
wondering bigby pa top best back ribs cebu city zomato need update list,2,0.26666666666666666
problem company promises unrealistic targets people break rules,0,1.0
misuse calling hack may product manager forget,1,0.0
live life fullest focus positive come idea create impact join ideas,2,0.5227272727272727
family difficult situation get new job yet,0,0.7272727272727273
restaurants sell beef mumbai menu seen challenge fraud gaurakshaks close,1,0.0
stop masquerading scam name better choice serviceability stop co,2,0.5
ant financial gets rights become largest shareholder zomato,1,0.0
search zomato gold,1,0.0
look review silver oaks malad west mumbai,1,0.0
ant financial gets right largest stakeholder zomato venturecanvas,2,0.26785714285714285
dear bloggers look review mad burgers borivali west reference publicity,0,1.0
dear bloggers look review mad burgers borivali west,0,1.0
levu analedu popular kadu anu zomato uber eats unai like,2,0.9
ant financial gets rights biggest pie zomato,1,0.0
ant financial gets rights biggest pie zomato staups,1,0.0
hack guess policy update equivalent zomato releasing patch,1,0.0
ant financial gets rights biggest pie zomato staupindia,1,0.0
let give free dishes increase footfall specific restaurants india bhai let use id,2,0.4625
deal probably boost digital payments india antfinancial aliba,1,0.0
agreement pa ant financial million investment zomato february per updated aicl,1,0.0
holds stake infoedge indian company earliest backer,1,0.0
ola uber drivers also using phone drivi,1,0.0
answer zomato delete review,1,0.0
punjab best meal hai dum alo green mong dal chilka wat ar waiting order,2,0.3
holds stake infoedge indian company earliest backer abo,1,0.0
born indians last generation dosaidlis made home staing ricelentils way stea,1,0.06666666666666667
ant financial gets rights become largest shareholder zomato via economictimes,1,0.0
impossible aerospace raises fodpanda integrate ola,0,1.0
marketing panerships intern job fodpanda singapore pte ltd singapore,1,0.0
time im wetting dry lips,0,0.6
deals buzz ant financial gets rights become zomato biggest shareholder,1,0.0
ltgt ant financial gets right largest stakeholder zomato,2,0.26785714285714285
sign petition feel cheated zomato zomatogoldcheater zomatogold,1,0.0
zomato shameless taking people hard earned money,0,0.5416666666666666
plus looking good restaurants zomato took forever also figure get places man suck eating,2,0.6000000000000001
aicle today gt ant financial holds rights become largest shareholder zomato also ho,1,0.0
aicle today gt ant financial holds rights become largest shareholder zomato also holds,1,0.0
fodpanda integrate ola aims add customers via,1,0.0
egg curry rice combo authentic taste old dilionwhels order online delivery pa,2,0.475
move comes time india becoming proxy battleground global giants including tencent,2,0.42500000000000004
zomato gold among,1,0.0
every delivery boy version story itsir ap orders swigy orders telephonic orders,1,0.0
comes swigy super membership program eagerly waiting,2,0.6666666666666666
special treatment ah ena special treatment avingaluku var,2,0.5714285714285714
understand mistakes happen handling amp managing defines customer centric firm swigy,0,0.25
bold move arbitrarily change zomatogold policy fair customers doubts,2,0.7222222222222222
new apk version update zomato restaurant finder food delivery ap android download,2,0.45454545454545453
guys help deletingdeactivating swigy account,1,0.0
understand outrage zomato heading towards election year,1,0.0
guys guess colleagues planning order fodpanda lunch asked girl create acc since disc,1,0.0
bhai visits restaurant unlock one gold thn come go,1,0.0
hi bought first time entire group happy using yesterda,2,0.6527777777777778
ctrip boosts presence india zomato investment asia times china travel,1,0.0
thing things guys say wasnt followed dnt think use swigy anymore,1,0.0
